"av_wages_year_prev";"av_wages_year";"av_wages_quarter";"calculation_type";"calculation_code";"industry";"average_wages_growth";"average_wages_value_prev";"average_wages_value";"industry_code"
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2006;2007;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;11.22;16625;18490;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;13.21;14221;16100;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;9.70;15537;17044;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;3;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;10.62;16502;18254;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2007;2008;4;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;6.31;18490;19657;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;1;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;-1.66;16100;15833;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
2008;2009;2;pøepoètený;200;Zemìdìlství, lesnictví, rybáøství;0.47;17044;17124;A
